edge_id,source,target,total_count
hashtag::vpdebate|org::clinton,hashtag::vpdebate,org::clinton,1
hashtag::vpdebate|org::national security,hashtag::vpdebate,org::national security,1
hashtag::vpdebate|org::r,hashtag::vpdebate,org::r,1
hashtag::vpdebate|per::clinton,hashtag::vpdebate,per::clinton,1
hashtag::vpdebate|per::mike,hashtag::vpdebate,per::mike,1
hashtag::vpdebate|per::pen,hashtag::vpdebate,per::pen,1
hashtag::vpdebate|topic::congress_governance,hashtag::vpdebate,topic::congress_governance,1
hashtag::vpdebate|topic::endorsements_appointments,hashtag::vpdebate,topic::endorsements_appointments,1
hashtag::vpdebate|topic::health_public_health,hashtag::vpdebate,topic::health_public_health,1
hashtag::weeklyaddress|org::senate,hashtag::weeklyaddress,org::senate,1
hashtag::weeklyaddress|topic::endorsements_appointments,hashtag::weeklyaddress,topic::endorsements_appointments,1
hashtag::wgdp|loc::morocco,hashtag::wgdp,loc::morocco,1
hashtag::wgdp|loc::whiteh,hashtag::wgdp,loc::whiteh,1
hashtag::wgdp|mention::whitehouse,hashtag::wgdp,mention::whitehouse,1
hashtag::wgdp|org::ivankat,hashtag::wgdp,org::ivankat,1
hashtag::wgdp|per::trump,hashtag::wgdp,per::trump,1
hashtag::wiprimary|mention::foxnews,hashtag::wiprimary,mention::foxnews,1
hashtag::wiprimary|mention::realdonaldtrump,hashtag::wiprimary,mention::realdonaldtrump,1
hashtag::wiprimary|mention::seanhannity,hashtag::wiprimary,mention::seanhannity,1
hashtag::wiprimary|org::g,hashtag::wiprimary,org::g,1
hashtag::wiprimary|org::isis,hashtag::wiprimary,org::isis,1
hashtag::wiprimary|org::makea,hashtag::wiprimary,org::makea,1
hashtag::wwehof|loc::south korea,hashtag::wwehof,loc::south korea,1
hashtag::wwehof|loc::usa,hashtag::wwehof,loc::usa,1
hashtag::wwehof|mention::gretawire,hashtag::wwehof,mention::gretawire,1
hashtag::wwehof|mention::realdonaldtrump,hashtag::wwehof,mention::realdonaldtrump,1
hashtag::wwehof|mention::wwe,hashtag::wwehof,mention::wwe,1
hashtag::wwehof|per::sc,hashtag::wwehof,per::sc,1
loc::aberdeenshire|loc::cot,loc::aberdeenshire,loc::cot,1
loc::aberdeenshire|loc::sc,loc::aberdeenshire,loc::sc,1
loc::aberdeenshire|loc::scotland,loc::aberdeenshire,loc::scotland,1
loc::aberdeenshire|loc::trump,loc::aberdeenshire,loc::trump,1
loc::aberdeenshire|mention::aberdeencc,loc::aberdeenshire,mention::aberdeencc,1
loc::aberdeenshire|mention::david_cameron,loc::aberdeenshire,mention::david_cameron,1
loc::aberdeenshire|org::p,loc::aberdeenshire,org::p,1
loc::aberdeenshire|per::alexsalmond,loc::aberdeenshire,per::alexsalmond,1
loc::aberdeenshire|per::cameron,loc::aberdeenshire,per::cameron,1
loc::aberdeenshire|per::david,loc::aberdeenshire,per::david,1
loc::aberdeenshire|per::donald trump,loc::aberdeenshire,per::donald trump,1
loc::aberdeenshire|topic::law_justice_crime,loc::aberdeenshire,topic::law_justice_crime,1
loc::aberdeen|loc::americ,loc::aberdeen,loc::americ,1
loc::aberdeen|loc::america,loc::aberdeen,loc::america,1
loc::aberdeen|loc::europe,loc::aberdeen,loc::europe,1
loc::aberdeen|loc::u. k,loc::aberdeen,loc::u. k,1
loc::aberdeen|loc::united kingdom,loc::aberdeen,loc::united kingdom,1
loc::aberdeen|mention::aberdeencc,loc::aberdeen,mention::aberdeencc,1
loc::aberdeen|mention::aberdeenshire,loc::aberdeen,mention::aberdeenshire,1
loc::aberdeen|mention::antbaxter,loc::aberdeen,mention::antbaxter,1
loc::aberdeen|mention::golfchannel,loc::aberdeen,mention::golfchannel,1
loc::aberdeen|mention::mattginellagc,loc::aberdeen,mention::mattginellagc,1
loc::aberdeen|mention::pressjournal,loc::aberdeen,mention::pressjournal,1
loc::aberdeen|mention::rizz_lizz,loc::aberdeen,mention::rizz_lizz,1
loc::aberdeen|mention::trumpdoral,loc::aberdeen,mention::trumpdoral,1
loc::aberdeen|mention::trumpscotland,loc::aberdeen,mention::trumpscotland,1
loc::aberdeen|org::golfchannel,loc::aberdeen,org::golfchannel,1
loc::aberdeen|org::trumpdoral,loc::aberdeen,org::trumpdoral,1
loc::aberdeen|org::trumpscotland,loc::aberdeen,org::trumpscotland,1
loc::aberdeen|org::turnberry,loc::aberdeen,org::turnberry,1
loc::aberdeen|topic::social_culture_education,loc::aberdeen,topic::social_culture_education,1
loc::afghanistan|loc::alabama,loc::afghanistan,loc::alabama,1
loc::afghanistan|loc::am,loc::afghanistan,loc::am,1
loc::afghanistan|loc::arlington national cemetery,loc::afghanistan,loc::arlington national cemetery,1
loc::afghanistan|loc::border,loc::afghanistan,loc::border,1
loc::afghanistan|loc::colombia,loc::afghanistan,loc::colombia,1
loc::afghanistan|loc::colorado,loc::afghanistan,loc::colorado,1
loc::afghanistan|loc::egypt,loc::afghanistan,loc::egypt,1
loc::afghanistan|loc::georgia,loc::afghanistan,loc::georgia,1
loc::afghanistan|loc::haiti,loc::afghanistan,loc::haiti,1
loc::afghanistan|loc::kosovo,loc::afghanistan,loc::kosovo,1
loc::afghanistan|loc::libya,loc::afghanistan,loc::libya,1
loc::afghanistan|loc::m,loc::afghanistan,loc::m,1
loc::afghanistan|loc::michigan,loc::afghanistan,loc::michigan,1
loc::afghanistan|loc::north carolina,loc::afghanistan,loc::north carolina,1
loc::afghanistan|loc::north korea,loc::afghanistan,loc::north korea,1
loc::afghanistan|loc::ny,loc::afghanistan,loc::ny,1
loc::afghanistan|loc::nyc,loc::afghanistan,loc::nyc,1
loc::afghanistan|loc::our country,loc::afghanistan,loc::our country,1
loc::afghanistan|loc::reno,loc::afghanistan,loc::reno,1
loc::afghanistan|loc::south,loc::afghanistan,loc::south,1
loc::afghanistan|loc::states,loc::afghanistan,loc::states,1
loc::afghanistan|loc::tennessee,loc::afghanistan,loc::tennessee,1
loc::afghanistan|loc::turkey,loc::afghanistan,loc::turkey,1
loc::afghanistan|loc::united states of america,loc::afghanistan,loc::united states of america,1
loc::afghanistan|loc::va,loc::afghanistan,loc::va,1
"loc::afghanistan|loc::washington, d. c",loc::afghanistan,"loc::washington, d. c",1
loc::afghanistan|loc::yemen,loc::afghanistan,loc::yemen,1
loc::afghanistan|mention::deptofdefense,loc::afghanistan,mention::deptofdefense,1
loc::afghanistan|mention::markmeadows,loc::afghanistan,mention::markmeadows,1
loc::afghanistan|mention::morningmika,loc::afghanistan,mention::morningmika,1
loc::afghanistan|mention::newsmax,loc::afghanistan,mention::newsmax,1
loc::afghanistan|mention::nytimes,loc::afghanistan,mention::nytimes,1
loc::afghanistan|mention::realdonaldtrumpcrooked,loc::afghanistan,mention::realdonaldtrumpcrooked,1
loc::afghanistan|mention::realdonaldtrumpthis,loc::afghanistan,mention::realdonaldtrumpthis,1
loc::afghanistan|mention::realdonaldtrumpwe,loc::afghanistan,mention::realdonaldtrumpwe,1
loc::afghanistan|mention::ricksantorum,loc::afghanistan,mention::ricksantorum,1
loc::afghanistan|mention::srqrepublicans,loc::afghanistan,mention::srqrepublicans,1
loc::afghanistan|mention::usarmy,loc::afghanistan,mention::usarmy,1
loc::afghanistan|mention::usnationalguard,loc::afghanistan,mention::usnationalguard,1
loc::afghanistan|mention::vp,loc::afghanistan,mention::vp,1
loc::afghanistan|org::america,loc::afghanistan,org::america,1
loc::afghanistan|org::army,loc::afghanistan,org::army,1
loc::afghanistan|org::barackobama,loc::afghanistan,org::barackobama,1
loc::afghanistan|org::biden,loc::afghanistan,org::biden,1
loc::afghanistan|org::biden administration,loc::afghanistan,org::biden administration,1
loc::afghanistan|org::border,loc::afghanistan,org::border,1
loc::afghanistan|org::china,loc::afghanistan,org::china,1
loc::afghanistan|org::cia,loc::afghanistan,org::cia,1
loc::afghanistan|org::defense,loc::afghanistan,org::defense,1
loc::afghanistan|org::doj,loc::afghanistan,org::doj,1
loc::afghanistan|org::doj & fbi,loc::afghanistan,org::doj & fbi,1
loc::afghanistan|org::facebook,loc::afghanistan,org::facebook,1
loc::afghanistan|org::fbi,loc::afghanistan,org::fbi,1
loc::afghanistan|org::fox and friends,loc::afghanistan,org::fox and friends,1
loc::afghanistan|org::fr,loc::afghanistan,org::fr,1
loc::afghanistan|org::h,loc::afghanistan,org::h,1
loc::afghanistan|org::house,loc::afghanistan,org::house,1
loc::afghanistan|org::house oversight committee,loc::afghanistan,org::house oversight committee,1
loc::afghanistan|org::iden administration,loc::afghanistan,org::iden administration,1
loc::afghanistan|org::is,loc::afghanistan,org::is,1
loc::afghanistan|org::joe,loc::afghanistan,org::joe,1
loc::afghanistan|org::law enforcement,loc::afghanistan,org::law enforcement,1
loc::afghanistan|org::ma,loc::afghanistan,org::ma,1
loc::afghanistan|org::marine corps,loc::afghanistan,org::marine corps,1
loc::afghanistan|org::mcdonalds,loc::afghanistan,org::mcdonalds,1
loc::afghanistan|org::news,loc::afghanistan,org::news,1
loc::afghanistan|org::rsb,loc::afghanistan,org::rsb,1
loc::afghanistan|org::rt,loc::afghanistan,org::rt,1
loc::afghanistan|org::t,loc::afghanistan,org::t,1
loc::afghanistan|org::time magazine,loc::afghanistan,org::time magazine,1
loc::afghanistan|org::twitter,loc::afghanistan,org::twitter,1
loc::afghanistan|org::v,loc::afghanistan,org::v,1
loc::afghanistan|per::adam schi,loc::afghanistan,per::adam schi,1
loc::afghanistan|per::amy,loc::afghanistan,per::amy,1
loc::afghanistan|per::barackoba,loc::afghanistan,per::barackoba,1
loc::afghanistan|per::biden,loc::afghanistan,per::biden,1
loc::afghanistan|per::bin laden,loc::afghanistan,per::bin laden,1
loc::afghanistan|per::dj,loc::afghanistan,per::dj,1
loc::afghanistan|per::j,loc::afghanistan,per::j,1
loc::afghanistan|per::kerry,loc::afghanistan,per::kerry,1
loc::afghanistan|per::l,loc::afghanistan,per::l,1
loc::afghanistan|per::lindsey,loc::afghanistan,per::lindsey,1
loc::afghanistan|per::lindsey graham,loc::afghanistan,per::lindsey graham,1
loc::afghanistan|per::m,loc::afghanistan,per::m,1
loc::afghanistan|per::nancy pelosi,loc::afghanistan,per::nancy pelosi,1
loc::afghanistan|per::o,loc::afghanistan,per::o,1
loc::afghanistan|per::p,loc::afghanistan,per::p,1
loc::afghanistan|per::pete hegseth,loc::afghanistan,per::pete hegseth,1
loc::afghanistan|per::pre,loc::afghanistan,per::pre,1
loc::afghanistan|per::ricksantorum,loc::afghanistan,per::ricksantorum,1
loc::afghanistan|per::sam,loc::afghanistan,per::sam,1
loc::afghanistan|per::sam brown,loc::afghanistan,per::sam brown,1
loc::afghanistan|per::sara,loc::afghanistan,per::sara,1
loc::afghanistan|per::se,loc::afghanistan,per::se,1
loc::afghanistan|per::wade,loc::afghanistan,per::wade,1
loc::africa|loc::egypt,loc::africa,loc::egypt,1
loc::africa|loc::ethiopia,loc::africa,loc::ethiopia,1
loc::africa|loc::india,loc::africa,loc::india,1
loc::africa|loc::iran,loc::africa,loc::iran,1
loc::africa|loc::israel,loc::africa,loc::israel,1
loc::africa|loc::kosovo,loc::africa,loc::kosovo,1
loc::africa|loc::middle east,loc::africa,loc::middle east,1
loc::africa|loc::pakistan,loc::africa,loc::pakistan,1
loc::africa|loc::s,loc::africa,loc::s,1
loc::africa|loc::serbia,loc::africa,loc::serbia,1
loc::africa|loc::ukraine,loc::africa,loc::ukraine,1
loc::africa|loc::united states,loc::africa,loc::united states,1
loc::africa|loc::united states of america,loc::africa,loc::united states of america,1
loc::africa|loc::washington,loc::africa,loc::washington,1
loc::africa|mention::gop,loc::africa,mention::gop,1
loc::africa|org::a,loc::africa,org::a,1
loc::africa|org::administration,loc::africa,org::administration,1
loc::africa|org::cdc,loc::africa,org::cdc,1
loc::africa|org::columbia university,loc::africa,org::columbia university,1
loc::africa|org::da,loc::africa,org::da,1
loc::africa|org::e,loc::africa,org::e,1
loc::africa|org::forbes,loc::africa,org::forbes,1
loc::africa|org::j,loc::africa,org::j,1
loc::africa|org::newsmax,loc::africa,org::newsmax,1
loc::africa|org::u,loc::africa,org::u,1
loc::africa|per::bill clinton,loc::africa,per::bill clinton,1
loc::africa|per::c,loc::africa,per::c,1
loc::africa|per::george washington,loc::africa,per::george washington,1
loc::africa|per::jerome,loc::africa,per::jerome,1
loc::africa|per::joe biden,loc::africa,per::joe biden,1
loc::africa|per::marco rubio,loc::africa,per::marco rubio,1
loc::africa|per::mel,loc::africa,per::mel,1
loc::africa|per::nelson mandela,loc::africa,per::nelson mandela,1
loc::africa|per::nikki,loc::africa,per::nikki,1
loc::africa|per::pre,loc::africa,per::pre,1
loc::africa|per::rook,loc::africa,per::rook,1
loc::africa|topic::defense_military_veterans,loc::africa,topic::defense_military_veterans,1
loc::africa|topic::elections_campaigns,loc::africa,topic::elections_campaigns,1
loc::africa|topic::immigration_border,loc::africa,topic::immigration_border,1
loc::alabama|loc::bahamas,loc::alabama,loc::bahamas,1
loc::alabama|loc::california,loc::alabama,loc::california,1
loc::alabama|loc::d. c,loc::alabama,loc::d. c,1
loc::alabama|loc::east coast,loc::alabama,loc::east coast,1
loc::alabama|loc::la,loc::alabama,loc::la,1
loc::alabama|loc::m,loc::alabama,loc::m,1
loc::alabama|loc::miami,loc::alabama,loc::miami,1
loc::alabama|loc::mississippi,loc::alabama,loc::mississippi,1
loc::alabama|loc::new hampshire,loc::alabama,loc::new hampshire,1
loc::alabama|loc::puerto rico,loc::alabama,loc::puerto rico,1
loc::alabama|loc::republic,loc::alabama,loc::republic,1
loc::alabama|loc::south,loc::alabama,loc::south,1
loc::alabama|loc::south dakota,loc::alabama,loc::south dakota,1
loc::alabama|loc::state,loc::alabama,loc::state,1
loc::alabama|loc::state of,loc::alabama,loc::state of,1
loc::alabama|loc::trump,loc::alabama,loc::trump,1
loc::alabama|loc::us,loc::alabama,loc::us,1
loc::alabama|loc::usa,loc::alabama,loc::usa,1
loc::alabama|loc::virginia,loc::alabama,loc::virginia,1
loc::alabama|loc::washington,loc::alabama,loc::washington,1
loc::alabama|loc::west palm beach,loc::alabama,loc::west palm beach,1
loc::alabama|loc::west virginia,loc::alabama,loc::west virginia,1
loc::alabama|loc::white house,loc::alabama,loc::white house,1
loc::alabama|loc::wisconsin,loc::alabama,loc::wisconsin,1
loc::alabama|loc::wyoming,loc::alabama,loc::wyoming,1
loc::alabama|mention::_katherinewebb,loc::alabama,mention::_katherinewebb,1
loc::alabama|mention::amykremer,loc::alabama,mention::amykremer,1
loc::alabama|mention::danscavino,loc::alabama,mention::danscavino,1
loc::alabama|mention::dbongino,loc::alabama,mention::dbongino,1
loc::alabama|mention::foxandfriends,loc::alabama,mention::foxandfriends,1
loc::alabama|mention::ivankatrump,loc::alabama,mention::ivankatrump,1
loc::alabama|mention::jasonmillerindc,loc::alabama,mention::jasonmillerindc,1
loc::alabama|mention::jonkarl,loc::alabama,mention::jonkarl,1
loc::alabama|mention::msnbc,loc::alabama,mention::msnbc,1
loc::alabama|mention::realdonaldtrumpour,loc::alabama,mention::realdonaldtrumpour,1
loc::alabama|mention::senshelby,loc::alabama,mention::senshelby,1
loc::alabama|mention::teamtrumppresident,loc::alabama,mention::teamtrumppresident,1
loc::alabama|mention::trumpwarroom,loc::alabama,mention::trumpwarroom,1
loc::alabama|mention::usdot,loc::alabama,mention::usdot,1
loc::alabama|mention::washingtonpost,loc::alabama,mention::washingtonpost,1
loc::alabama|org::a,loc::alabama,org::a,1
loc::alabama|org::ba,loc::alabama,org::ba,1
loc::alabama|org::energy independence,loc::alabama,org::energy independence,1
loc::alabama|org::enforcement,loc::alabama,org::enforcement,1
loc::alabama|org::fake news media,loc::alabama,org::fake news media,1
loc::alabama|org::federal government,loc::alabama,org::federal government,1
loc::alabama|org::icagrea,loc::alabama,org::icagrea,1
loc::alabama|org::law & order,loc::alabama,org::law & order,1
loc::alabama|org::life,loc::alabama,org::life,1
loc::alabama|org::m,loc::alabama,org::m,1
loc::alabama|org::maga movement,loc::alabama,org::maga movement,1
loc::alabama|org::makea,loc::alabama,org::makea,1
loc::alabama|org::military & vets,loc::alabama,org::military & vets,1
loc::alabama|org::news media,loc::alabama,org::news media,1
loc::alabama|org::nra,loc::alabama,org::nra,1
loc::alabama|org::p,loc::alabama,org::p,1
loc::alabama|org::republican party,loc::alabama,org::republican party,1
loc::alabama|org::rnc,loc::alabama,org::rnc,1
loc::alabama|org::space force,loc::alabama,org::space force,1
loc::alabama|org::supreme court,loc::alabama,org::supreme court,1
loc::alabama|org::the failing new york times,loc::alabama,org::the failing new york times,1
loc::alabama|org::united states supreme court,loc::alabama,org::united states supreme court,1
loc::alabama|org::yankees,loc::alabama,org::yankees,1
loc::alabama|per::a,loc::alabama,per::a,1
loc::alabama|per::a harris,loc::alabama,per::a harris,1
loc::alabama|per::ania,loc::alabama,per::ania,1
loc::alabama|per::b,loc::alabama,per::b,1
loc::alabama|per::c,loc::alabama,per::c,1
loc::alabama|per::chuck schum,loc::alabama,per::chuck schum,1
loc::alabama|per::d,loc::alabama,per::d,1
loc::alabama|per::donaldt,loc::alabama,per::donaldt,1
loc::alabama|per::g,loc::alabama,per::g,1
loc::alabama|per::god,loc::alabama,per::god,1
loc::alabama|per::harris,loc::alabama,per::harris,1
loc::alabama|per::i,loc::alabama,per::i,1
loc::alabama|per::iden,loc::alabama,per::iden,1
loc::alabama|per::jerry,loc::alabama,per::jerry,1
loc::alabama|per::joe b,loc::alabama,per::joe b,1
loc::alabama|per::john,loc::alabama,per::john,1
loc::alabama|per::k,loc::alabama,per::k,1
loc::alabama|per::kamal,loc::alabama,per::kamal,1
loc::alabama|per::kamala harris,loc::alabama,per::kamala harris,1
loc::alabama|per::l,loc::alabama,per::l,1
loc::alabama|per::martha,loc::alabama,per::martha,1
loc::alabama|per::mo,loc::alabama,per::mo,1
loc::alabama|per::obama,loc::alabama,per::obama,1
loc::alabama|per::p,loc::alabama,per::p,1
loc::alabama|per::peter baker,loc::alabama,per::peter baker,1
loc::alabama|per::robert jeffress,loc::alabama,per::robert jeffress,1
loc::alabama|per::ron desanctus,loc::alabama,per::ron desanctus,1
loc::alabama|per::rook,loc::alabama,per::rook,1
loc::alabama|per::rump,loc::alabama,per::rump,1
loc::alabama|topic::foreign_policy_diplomacy,loc::alabama,topic::foreign_policy_diplomacy,1
loc::alabama|topic::social_culture_education,loc::alabama,topic::social_culture_education,1
loc::alaska|loc::arizona,loc::alaska,loc::arizona,1
loc::alaska|loc::canada,loc::alaska,loc::canada,1
loc::alaska|loc::hawaii,loc::alaska,loc::hawaii,1
loc::alaska|loc::nevada,loc::alaska,loc::nevada,1
loc::alaska|loc::ohio,loc::alaska,loc::ohio,1
loc::alaska|loc::oklahoma,loc::alaska,loc::oklahoma,1
loc::alaska|loc::oval office,loc::alaska,loc::oval office,1
loc::alaska|loc::pacific ocean,loc::alaska,loc::pacific ocean,1
loc::alaska|loc::pennsylvania,loc::alaska,loc::pennsylvania,1
loc::alaska|loc::texas,loc::alaska,loc::texas,1
loc::alaska|loc::ukraine,loc::alaska,loc::ukraine,1
loc::alaska|loc::united states of america,loc::alaska,loc::united states of america,1
loc::alaska|loc::usa,loc::alaska,loc::usa,1
loc::alaska|loc::vietnam,loc::alaska,loc::vietnam,1
loc::alaska|mention::flotus,loc::alaska,mention::flotus,1
loc::alaska|mention::foxandfriends,loc::alaska,mention::foxandfriends,1
loc::alaska|mention::katrinapierson,loc::alaska,mention::katrinapierson,1
loc::alaska|mention::monicacrowley,loc::alaska,mention::monicacrowley,1
loc::alaska|mention::realdonaldtrumpjoin,loc::alaska,mention::realdonaldtrumpjoin,1
loc::alaska|mention::sendansullivan,loc::alaska,mention::sendansullivan,1
loc::alaska|mention::therightmelissa,loc::alaska,mention::therightmelissa,1
loc::alaska|org::ake news,loc::alaska,org::ake news,1
loc::alaska|org::american energy,loc::alaska,org::american energy,1
loc::alaska|org::american energy independence,loc::alaska,org::american energy independence,1
loc::alaska|org::an,loc::alaska,org::an,1
loc::alaska|org::aoc,loc::alaska,org::aoc,1
loc::alaska|org::energy,loc::alaska,org::energy,1
loc::alaska|org::f,loc::alaska,org::f,1
loc::alaska|org::federal government,loc::alaska,org::federal government,1
loc::alaska|org::house,loc::alaska,org::house,1
loc::alaska|org::military,loc::alaska,org::military,1
loc::alaska|org::nato,loc::alaska,org::nato,1
loc::alaska|org::newsm,loc::alaska,org::newsm,1
loc::alaska|org::o,loc::alaska,org::o,1
loc::alaska|org::republican party,loc::alaska,org::republican party,1
loc::alaska|org::state,loc::alaska,org::state,1
loc::alaska|org::supreme court,loc::alaska,org::supreme court,1
loc::alaska|per::abe,loc::alaska,per::abe,1
loc::alaska|per::co,loc::alaska,per::co,1
loc::alaska|per::co chow,loc::alaska,per::co chow,1
loc::alaska|per::d,loc::alaska,per::d,1
loc::alaska|per::don,loc::alaska,per::don,1
loc::alaska|per::god,loc::alaska,per::god,1
loc::alaska|per::iden,loc::alaska,per::iden,1
loc::alaska|per::ke,loc::alaska,per::ke,1
loc::alaska|per::mccain,loc::alaska,per::mccain,1
loc::alaska|per::melania,loc::alaska,per::melania,1
loc::alaska|per::mitch,loc::alaska,per::mitch,1
loc::alaska|per::obama,loc::alaska,per::obama,1
loc::alaska|per::rand paul,loc::alaska,per::rand paul,1
loc::alaska|per::ronald reagan,loc::alaska,per::ronald reagan,1
loc::alaska|per::z,loc::alaska,per::z,1
loc::alaska|per::zelensky,loc::alaska,per::zelensky,1
loc::albany|loc::macon,loc::albany,loc::macon,1
loc::albany|loc::us,loc::albany,loc::us,1
loc::albany|mention::llinwood,loc::albany,mention::llinwood,1
loc::albany|mention::usdot,loc::albany,mention::usdot,1
loc::albany|org::trumpt,loc::albany,org::trumpt,1
loc::albany|per::trump,loc::albany,per::trump,1
loc::albany|topic::congress_governance,loc::albany,topic::congress_governance,1
loc::albany|topic::energy_environment,loc::albany,topic::energy_environment,1
loc::allentown|loc::am,loc::allentown,loc::am,1
loc::allentown|loc::america,loc::allentown,loc::america,1
loc::allentown|loc::pa,loc::allentown,loc::pa,1
loc::allentown|loc::philadelphia,loc::allentown,loc::philadelphia,1
loc::allentown|mention::newsmax,loc::allentown,mention::newsmax,1
loc::allentown|mention::oan,loc::allentown,mention::oan,1
loc::allentown|mention::realamericasvoice,loc::allentown,mention::realamericasvoice,1
loc::allentown|mention::rsbn,loc::allentown,mention::rsbn,1
loc::allentown|org::newsmax,loc::allentown,org::newsmax,1
loc::allentown|org::oan,loc::allentown,org::oan,1
loc::allentown|per::donald j,loc::allentown,per::donald j,1
loc::allentown|per::trump,loc::allentown,per::trump,1
loc::allentown|topic::energy_environment,loc::allentown,topic::energy_environment,1
loc::al|loc::ar,loc::al,loc::ar,1
loc::al|loc::co,loc::al,loc::co,1
loc::al|loc::ga,loc::al,loc::ga,1
loc::al|loc::la,loc::al,loc::la,1
loc::al|loc::ma,loc::al,loc::ma,1
loc::al|loc::north carolina,loc::al,loc::north carolina,1
loc::al|loc::orlando,loc::al,loc::orlando,1
loc::al|loc::pa,loc::al,loc::pa,1
loc::al|loc::sanctuary cities,loc::al,loc::sanctuary cities,1
loc::al|loc::u. s,loc::al,loc::u. s,1
loc::al|loc::va,loc::al,loc::va,1
loc::al|loc::wi,loc::al,loc::wi,1
loc::al|mention::cnnpolitics,loc::al,mention::cnnpolitics,1
loc::al|mention::erictrump,loc::al,mention::erictrump,1
loc::al|mention::fema,loc::al,mention::fema,1
loc::al|mention::senshelby,loc::al,mention::senshelby,1
loc::al|mention::teamtrumppresident,loc::al,mention::teamtrumppresident,1
loc::al|org::border patrol,loc::al,org::border patrol,1
loc::al|org::congress,loc::al,org::congress,1
loc::al|org::fema,loc::al,org::fema,1
loc::al|org::ice,loc::al,org::ice,1
loc::al|per::r,loc::al,per::r,1
loc::al|per::trump,loc::al,per::trump,1
loc::al|topic::congress_governance,loc::al,topic::congress_governance,1
loc::al|topic::immigration_border,loc::al,topic::immigration_border,1
loc::amazon|loc::america,loc::amazon,loc::america,1
loc::amazon|loc::brazil,loc::amazon,loc::brazil,1
loc::amazon|loc::usa,loc::amazon,loc::usa,1
loc::amazon|mention::charliekirk11,loc::amazon,mention::charliekirk11,1
loc::amazon|mention::cnn,loc::amazon,mention::cnn,1
loc::amazon|mention::dineshdsouza,loc::amazon,mention::dineshdsouza,1
loc::amazon|mention::washingtonpost,loc::amazon,mention::washingtonpost,1
loc::amazon|org::amazon,loc::amazon,org::amazon,1
loc::amazon|org::cnn,loc::amazon,org::cnn,1
loc::amazon|org::congress,loc::amazon,org::congress,1
loc::amazon|org::f,loc::amazon,org::f,1
loc::amazon|org::news,loc::amazon,org::news,1
loc::amazon|org::o,loc::amazon,org::o,1
loc::amazon|org::post office,loc::amazon,org::post office,1
loc::amazon|org::the washington post,loc::amazon,org::the washington post,1
loc::amazon|org::washington post,loc::amazon,org::washington post,1
loc::amazon|per::donald j,loc::amazon,per::donald j,1
loc::amazon|per::eric,loc::amazon,per::eric,1
loc::amazon|per::mu,loc::amazon,per::mu,1
loc::amazon|per::nancy pelosi,loc::amazon,per::nancy pelosi,1
loc::amazon|per::ronald reagan,loc::amazon,per::ronald reagan,1
loc::amazon|per::troy,loc::amazon,per::troy,1
loc::amazon|per::trump,loc::amazon,per::trump,1
loc::amazon|topic::congress_governance,loc::amazon,topic::congress_governance,1
loc::amazon|topic::economy_trade_taxes,loc::amazon,topic::economy_trade_taxes,1
loc::amazon|topic::foreign_policy_diplomacy,loc::amazon,topic::foreign_policy_diplomacy,1
loc::amazon|topic::health_public_health,loc::amazon,topic::health_public_health,1
loc::america|loc::arkansas,loc::america,loc::arkansas,1
loc::america|loc::asia,loc::america,loc::asia,1
loc::america|loc::atlantic,loc::america,loc::atlantic,1
loc::america|loc::atlantic ocean,loc::america,loc::atlantic ocean,1
loc::america|loc::austin,loc::america,loc::austin,1
loc::america|loc::baltimore,loc::america,loc::baltimore,1
loc::america|loc::benghazi,loc::america,loc::benghazi,1
loc::america|loc::bronx,loc::america,loc::bronx,1
loc::america|loc::butler,loc::america,loc::butler,1
loc::america|loc::capitol,loc::america,loc::capitol,1
loc::america|loc::capitol hill,loc::america,loc::capitol hill,1
loc::america|loc::center,loc::america,loc::center,1
loc::america|loc::ch,loc::america,loc::ch,1
loc::america|loc::cleveland,loc::america,loc::cleveland,1
loc::america|loc::columbia,loc::america,loc::columbia,1
loc::america|loc::cuba,loc::america,loc::cuba,1
loc::america|loc::district of columbia,loc::america,loc::district of columbia,1
loc::america|loc::east palestine,loc::america,loc::east palestine,1
loc::america|loc::egypt,loc::america,loc::egypt,1
loc::america|loc::el salvador,loc::america,loc::el salvador,1
loc::america|loc::fulton county,loc::america,loc::fulton county,1
loc::america|loc::g,loc::america,loc::g,1
loc::america|loc::great state of texas,loc::america,loc::great state of texas,1
loc::america|loc::greece,loc::america,loc::greece,1
loc::america|loc::greenville,loc::america,loc::greenville,1
loc::america|loc::h,loc::america,loc::h,1
loc::america|loc::hollywood,loc::america,loc::hollywood,1
loc::america|loc::in,loc::america,loc::in,1
loc::america|loc::indonesia,loc::america,loc::indonesia,1
loc::america|loc::ireland,loc::america,loc::ireland,1
loc::america|loc::isis,loc::america,loc::isis,1
loc::america|loc::j,loc::america,loc::j,1
loc::america|loc::jordan,loc::america,loc::jordan,1
loc::america|loc::las vegas,loc::america,loc::las vegas,1
loc::america|loc::lebanon,loc::america,loc::lebanon,1
loc::america|loc::macon,loc::america,loc::macon,1
loc::america|loc::maryland,loc::america,loc::maryland,1
loc::america|loc::miami,loc::america,loc::miami,1
loc::america|loc::milwaukee,loc::america,loc::milwaukee,1
loc::america|loc::mississippi,loc::america,loc::mississippi,1
loc::america|loc::myrtle beach,loc::america,loc::myrtle beach,1
loc::america|loc::n. y,loc::america,loc::n. y,1
