edge_id,source,target,total_count
loc::america|loc::nebraska,loc::america,loc::nebraska,1
loc::america|loc::nj,loc::america,loc::nj,1
loc::america|loc::north korea,loc::america,loc::north korea,1
loc::america|loc::nyc,loc::america,loc::nyc,1
loc::america|loc::o,loc::america,loc::o,1
loc::america|loc::oh,loc::america,loc::oh,1
loc::america|loc::or,loc::america,loc::or,1
loc::america|loc::oregon,loc::america,loc::oregon,1
loc::america|loc::orlando,loc::america,loc::orlando,1
loc::america|loc::panama,loc::america,loc::panama,1
loc::america|loc::panama canal,loc::america,loc::panama canal,1
loc::america|loc::park,loc::america,loc::park,1
loc::america|loc::pearl harbor,loc::america,loc::pearl harbor,1
loc::america|loc::philadelphia,loc::america,loc::philadelphia,1
loc::america|loc::phoenix,loc::america,loc::phoenix,1
loc::america|loc::poland,loc::america,loc::poland,1
loc::america|loc::reno,loc::america,loc::reno,1
loc::america|loc::republic,loc::america,loc::republic,1
loc::america|loc::rochester,loc::america,loc::rochester,1
loc::america|loc::sa,loc::america,loc::sa,1
loc::america|loc::sanctuary cities,loc::america,loc::sanctuary cities,1
loc::america|loc::saudi arabia,loc::america,loc::saudi arabia,1
loc::america|loc::sc,loc::america,loc::sc,1
loc::america|loc::south africa,loc::america,loc::south africa,1
loc::america|loc::south dakota,loc::america,loc::south dakota,1
loc::america|loc::south korea,loc::america,loc::south korea,1
loc::america|loc::staten island,loc::america,loc::staten island,1
loc::america|loc::suburbs,loc::america,loc::suburbs,1
loc::america|loc::sweden,loc::america,loc::sweden,1
loc::america|loc::the white house,loc::america,loc::the white house,1
loc::america|loc::tulsa,loc::america,loc::tulsa,1
loc::america|loc::ussi,loc::america,loc::ussi,1
loc::america|loc::wall,loc::america,loc::wall,1
loc::america|loc::wall street,loc::america,loc::wall street,1
loc::america|loc::washington swamp,loc::america,loc::washington swamp,1
loc::america|loc::waterloo,loc::america,loc::waterloo,1
loc::america|loc::west africa,loc::america,loc::west africa,1
loc::america|loc::wilkes - barre,loc::america,loc::wilkes - barre,1
loc::america|loc::wilmington,loc::america,loc::wilmington,1
loc::america|loc::yemen,loc::america,loc::yemen,1
loc::america|loc::yor,loc::america,loc::yor,1
loc::america|loc::york,loc::america,loc::york,1
loc::america|loc::youngstown,loc::america,loc::youngstown,1
loc::america|loc::z,loc::america,loc::z,1
loc::america|mention::60minutes,loc::america,mention::60minutes,1
loc::america|mention::actbrigitte,loc::america,mention::actbrigitte,1
loc::america|mention::actforamerica,loc::america,mention::actforamerica,1
loc::america|mention::amspec,loc::america,mention::amspec,1
loc::america|mention::backontrackusa,loc::america,mention::backontrackusa,1
loc::america|mention::bdean1468,loc::america,mention::bdean1468,1
loc::america|mention::bestbergerever,loc::america,mention::bestbergerever,1
loc::america|mention::borntobegop,loc::america,mention::borntobegop,1
loc::america|mention::bretbaier,loc::america,mention::bretbaier,1
loc::america|mention::briankempga,loc::america,mention::briankempga,1
loc::america|mention::carlhigbie,loc::america,mention::carlhigbie,1
loc::america|mention::charleshurt,loc::america,mention::charleshurt,1
loc::america|mention::chuckgrassley,loc::america,mention::chuckgrassley,1
loc::america|mention::club4growth,loc::america,mention::club4growth,1
loc::america|mention::cnnpolitics,loc::america,mention::cnnpolitics,1
loc::america|mention::cvpayne,loc::america,mention::cvpayne,1
loc::america|mention::davidaxelrod,loc::america,mention::davidaxelrod,1
loc::america|mention::dbongino,loc::america,mention::dbongino,1
loc::america|mention::deptvetaffairs,loc::america,mention::deptvetaffairs,1
loc::america|mention::devinnunes,loc::america,mention::devinnunes,1
loc::america|mention::dhs_wolf,loc::america,mention::dhs_wolf,1
loc::america|mention::dnorrell,loc::america,mention::dnorrell,1
loc::america|mention::drudge_report,loc::america,mention::drudge_report,1
loc::america|mention::elisestefanik,loc::america,mention::elisestefanik,1
loc::america|mention::ericearly_ca,loc::america,mention::ericearly_ca,1
loc::america|mention::foxnewsinsider,loc::america,mention::foxnewsinsider,1
loc::america|mention::foxnewssunday,loc::america,mention::foxnewssunday,1
loc::america|mention::franklin_graham,loc::america,mention::franklin_graham,1
loc::america|mention::frankluntz,loc::america,mention::frankluntz,1
loc::america|mention::gma,loc::america,mention::gma,1
loc::america|mention::golfmagazine,loc::america,mention::golfmagazine,1
loc::america|mention::govchristie,loc::america,mention::govchristie,1
loc::america|mention::greggjarrett,loc::america,mention::greggjarrett,1
loc::america|mention::hawleymo,loc::america,mention::hawleymo,1
loc::america|mention::howardstern,loc::america,mention::howardstern,1
loc::america|mention::israel,loc::america,mention::israel,1
loc::america|mention::jackshallis,loc::america,mention::jackshallis,1
loc::america|mention::jerrymoran,loc::america,mention::jerrymoran,1
loc::america|mention::jessebwatters,loc::america,mention::jessebwatters,1
loc::america|mention::judgenap,loc::america,mention::judgenap,1
loc::america|mention::judicialwatch,loc::america,mention::judicialwatch,1
loc::america|mention::justthenews,loc::america,mention::justthenews,1
loc::america|mention::katrinapierson,loc::america,mention::katrinapierson,1
loc::america|mention::kellyannepolls,loc::america,mention::kellyannepolls,1
loc::america|mention::marc_lotter,loc::america,mention::marc_lotter,1
loc::america|mention::markhalperin,loc::america,mention::markhalperin,1
loc::america|mention::marshablackburn,loc::america,mention::marshablackburn,1
loc::america|mention::masterbaxter8,loc::america,mention::masterbaxter8,1
loc::america|mention::mattbevin,loc::america,mention::mattbevin,1
loc::america|mention::mattgaetz,loc::america,mention::mattgaetz,1
loc::america|mention::missuniverse,loc::america,mention::missuniverse,1
loc::america|mention::missusa,loc::america,mention::missusa,1
loc::america|mention::monicacrowley,loc::america,mention::monicacrowley,1
loc::america|mention::morning_joe,loc::america,mention::morning_joe,1
loc::america|mention::msnbc,loc::america,mention::msnbc,1
loc::america|mention::nbcnews,loc::america,mention::nbcnews,1
loc::america|mention::newsmaxtrump,loc::america,mention::newsmaxtrump,1
loc::america|mention::newtgingrich,loc::america,mention::newtgingrich,1
loc::america|mention::not_that_actor,loc::america,mention::not_that_actor,1
loc::america|mention::paulsperry_,loc::america,mention::paulsperry_,1
loc::america|mention::pgatour,loc::america,mention::pgatour,1
loc::america|mention::politico,loc::america,mention::politico,1
loc::america|mention::realamericasvoicei,loc::america,mention::realamericasvoicei,1
loc::america|mention::realamericasvoicethe,loc::america,mention::realamericasvoicethe,1
loc::america|mention::realbencarson,loc::america,mention::realbencarson,1
loc::america|mention::realcandaceo,loc::america,mention::realcandaceo,1
loc::america|mention::reald,loc::america,mention::reald,1
loc::america|mention::realdona,loc::america,mention::realdona,1
loc::america|mention::realdonaldtr,loc::america,mention::realdonaldtr,1
loc::america|mention::realdonaldtru,loc::america,mention::realdonaldtru,1
loc::america|mention::realdonaldtrumpcongressman,loc::america,mention::realdonaldtrumpcongressman,1
loc::america|mention::realdonaldtrumpso,loc::america,mention::realdonaldtrumpso,1
loc::america|mention::realdonaldtrumpthank,loc::america,mention::realdonaldtrumpthank,1
loc::america|mention::realdonaldtrumpwe,loc::america,mention::realdonaldtrumpwe,1
loc::america|mention::realjameswoods,loc::america,mention::realjameswoods,1
loc::america|mention::replouiegohmert,loc::america,mention::replouiegohmert,1
loc::america|mention::repmattgaetz,loc::america,mention::repmattgaetz,1
loc::america|mention::repratcliffe,loc::america,mention::repratcliffe,1
loc::america|mention::rketeltas,loc::america,mention::rketeltas,1
loc::america|mention::rodmonium91,loc::america,mention::rodmonium91,1
loc::america|mention::rosannascotto,loc::america,mention::rosannascotto,1
loc::america|mention::rsbntrump,loc::america,mention::rsbntrump,1
loc::america|mention::rumble,loc::america,mention::rumble,1
loc::america|mention::sbagov,loc::america,mention::sbagov,1
loc::america|mention::scottadamssays,loc::america,mention::scottadamssays,1
loc::america|mention::sebgorka,loc::america,mention::sebgorka,1
loc::america|mention::secazar,loc::america,mention::secazar,1
loc::america|mention::secretservice,loc::america,mention::secretservice,1
loc::america|mention::sencapito,loc::america,mention::sencapito,1
loc::america|mention::sendavidperdue,loc::america,mention::sendavidperdue,1
loc::america|mention::senjohnbarrasso,loc::america,mention::senjohnbarrasso,1
loc::america|mention::senmcsallyaz,loc::america,mention::senmcsallyaz,1
loc::america|mention::senrickscott,loc::america,mention::senrickscott,1
loc::america|mention::sentedcruz,loc::america,mention::sentedcruz,1
loc::america|mention::stevescalise,loc::america,mention::stevescalise,1
loc::america|mention::teamtrumpkamala,loc::america,mention::teamtrumpkamala,1
loc::america|mention::tgowdysc,loc::america,mention::tgowdysc,1
loc::america|mention::the_trump_train,loc::america,mention::the_trump_train,1
loc::america|mention::thebradfordfile,loc::america,mention::thebradfordfile,1
loc::america|mention::thehill,loc::america,mention::thehill,1
loc::america|mention::thejtlewis,loc::america,mention::thejtlewis,1
loc::america|mention::theleoterrell,loc::america,mention::theleoterrell,1
loc::america|mention::timkaine,loc::america,mention::timkaine,1
loc::america|mention::timmurtaugh,loc::america,mention::timmurtaugh,1
loc::america|mention::trish_regan,loc::america,mention::trish_regan,1
loc::america|mention::trumpdoral,loc::america,mention::trumpdoral,1
loc::america|mention::trumpgolfla,loc::america,mention::trumpgolfla,1
loc::america|mention::trumpstudents,loc::america,mention::trumpstudents,1
loc::america|mention::tvnewshq,loc::america,mention::tvnewshq,1
loc::america|mention::usminority,loc::america,mention::usminority,1
loc::america|mention::usnavy,loc::america,mention::usnavy,1
loc::america|mention::varneyco,loc::america,mention::varneyco,1
loc::america|mention::warrencasselljr,loc::america,mention::warrencasselljr,1
loc::america|mention::waynedupreeshow,loc::america,mention::waynedupreeshow,1
loc::america|mention::wsj,loc::america,mention::wsj,1
loc::america|mention::yankeerunnerlv,loc::america,mention::yankeerunnerlv,1
loc::america|org::&,loc::america,org::&,1
loc::america|org::9th circuit,loc::america,org::9th circuit,1
loc::america|org::abc,loc::america,org::abc,1
loc::america|org::abc fake news,loc::america,org::abc fake news,1
loc::america|org::abc news,loc::america,org::abc news,1
loc::america|org::air force,loc::america,org::air force,1
loc::america|org::ake news,loc::america,org::ake news,1
loc::america|org::amazon,loc::america,org::amazon,1
loc::america|org::americ,loc::america,org::americ,1
loc::america|org::americaf,loc::america,org::americaf,1
loc::america|org::american energy,loc::america,org::american energy,1
loc::america|org::and,loc::america,org::and,1
loc::america|org::antifa,loc::america,org::antifa,1
loc::america|org::aoc,loc::america,org::aoc,1
loc::america|org::apple,loc::america,org::apple,1
loc::america|org::arneyco,loc::america,org::arneyco,1
loc::america|org::at & t,loc::america,org::at & t,1
loc::america|org::ba,loc::america,org::ba,1
loc::america|org::big,loc::america,org::big,1
loc::america|org::big pharma,loc::america,org::big pharma,1
loc::america|org::big tech,loc::america,org::big tech,1
loc::america|org::campaign,loc::america,org::campaign,1
loc::america|org::ce,loc::america,org::ce,1
loc::america|org::china,loc::america,org::china,1
loc::america|org::clinton foundation,loc::america,org::clinton foundation,1
loc::america|org::club for growth,loc::america,org::club for growth,1
loc::america|org::cnbc,loc::america,org::cnbc,1
loc::america|org::co,loc::america,org::co,1
loc::america|org::colorado supreme court,loc::america,org::colorado supreme court,1
loc::america|org::court of appeals,loc::america,org::court of appeals,1
loc::america|org::courts,loc::america,org::courts,1
loc::america|org::cp,loc::america,org::cp,1
loc::america|org::cpac,loc::america,org::cpac,1
loc::america|org::cpompeo,loc::america,org::cpompeo,1
loc::america|org::d. a. ’ s office,loc::america,org::d. a. ’ s office,1
loc::america|org::dailycaller,loc::america,org::dailycaller,1
loc::america|org::davidjh,loc::america,org::davidjh,1
loc::america|org::dc,loc::america,org::dc,1
loc::america|org::democratic party,loc::america,org::democratic party,1
loc::america|org::department of “ justice,loc::america,org::department of “ justice,1
loc::america|org::desantis,loc::america,org::desantis,1
loc::america|org::disney,loc::america,org::disney,1
loc::america|org::e,loc::america,org::e,1
loc::america|org::elect,loc::america,org::elect,1
loc::america|org::elon musk,loc::america,org::elon musk,1
loc::america|org::energy,loc::america,org::energy,1
loc::america|org::energy independence,loc::america,org::energy independence,1
loc::america|org::estapo,loc::america,org::estapo,1
loc::america|org::ethanol,loc::america,org::ethanol,1
loc::america|org::facebook,loc::america,org::facebook,1
loc::america|org::fake news cnn,loc::america,org::fake news cnn,1
loc::america|org::fec,loc::america,org::fec,1
loc::america|org::federal reserve,loc::america,org::federal reserve,1
loc::america|org::fema,loc::america,org::fema,1
loc::america|org::ford,loc::america,org::ford,1
loc::america|org::fox & friends,loc::america,org::fox & friends,1
loc::america|org::gma,loc::america,org::gma,1
loc::america|org::goldman sachs,loc::america,org::goldman sachs,1
loc::america|org::green new scam,loc::america,org::green new scam,1
loc::america|org::harvard,loc::america,org::harvard,1
loc::america|org::harvard law school,loc::america,org::harvard law school,1
loc::america|org::house judiciary committee,loc::america,org::house judiciary committee,1
loc::america|org::huffington post,loc::america,org::huffington post,1
loc::america|org::ia,loc::america,org::ia,1
loc::america|org::iden administration,loc::america,org::iden administration,1
loc::america|org::irs,loc::america,org::irs,1
loc::america|org::isa,loc::america,org::isa,1
loc::america|org::ivankat,loc::america,org::ivankat,1
loc::america|org::j,loc::america,org::j,1
loc::america|org::jobs,loc::america,org::jobs,1
loc::america|org::judicialwatch,loc::america,org::judicialwatch,1
loc::america|org::judiciary committee,loc::america,org::judiciary committee,1
loc::america|org::k,loc::america,org::k,1
loc::america|org::kamala,loc::america,org::kamala,1
loc::america|org::keystone,loc::america,org::keystone,1
loc::america|org::lago,loc::america,org::lago,1
loc::america|org::late division,loc::america,org::late division,1
"loc::america|org::life, liberty & levin",loc::america,"org::life, liberty & levin",1
loc::america|org::lindseygrah,loc::america,org::lindseygrah,1
loc::america|org::lindseygrahamsc,loc::america,org::lindseygrahamsc,1
loc::america|org::loudobbs,loc::america,org::loudobbs,1
loc::america|org::macy,loc::america,org::macy,1
loc::america|org::macy ' s,loc::america,org::macy ' s,1
loc::america|org::macys,loc::america,org::macys,1
loc::america|org::mainstream media,loc::america,org::mainstream media,1
loc::america|org::manhattan d. a. ’ s office,loc::america,org::manhattan d. a. ’ s office,1
loc::america|org::midas touch,loc::america,org::midas touch,1
loc::america|org::mp,loc::america,org::mp,1
loc::america|org::ms,loc::america,org::ms,1
loc::america|org::msdnc,loc::america,org::msdnc,1
loc::america|org::msm,loc::america,org::msm,1
loc::america|org::my administration,loc::america,org::my administration,1
loc::america|org::nara,loc::america,org::nara,1
loc::america|org::national border patrol council,loc::america,org::national border patrol council,1
loc::america|org::national intelligence,loc::america,org::national intelligence,1
loc::america|org::nato,loc::america,org::nato,1
loc::america|org::nbcnews,loc::america,org::nbcnews,1
loc::america|org::nc,loc::america,org::nc,1
loc::america|org::ndaa,loc::america,org::ndaa,1
loc::america|org::nh,loc::america,org::nh,1
loc::america|org::ni,loc::america,org::ni,1
loc::america|org::ninth circuit,loc::america,org::ninth circuit,1
loc::america|org::nra,loc::america,org::nra,1
loc::america|org::nypd,loc::america,org::nypd,1
loc::america|org::nypost,loc::america,org::nypost,1
loc::america|org::o,loc::america,org::o,1
loc::america|org::oan,loc::america,org::oan,1
loc::america|org::ohio,loc::america,org::ohio,1
loc::america|org::oj,loc::america,org::oj,1
loc::america|org::ol,loc::america,org::ol,1
loc::america|org::opposition party,loc::america,org::opposition party,1
loc::america|org::re,loc::america,org::re,1
loc::america|org::realbencarson,loc::america,org::realbencarson,1
loc::america|org::repm,loc::america,org::repm,1
loc::america|org::republican national committee,loc::america,org::republican national committee,1
loc::america|org::rino,loc::america,org::rino,1
loc::america|org::rinos,loc::america,org::rinos,1
loc::america|org::romney,loc::america,org::romney,1
loc::america|org::rsb,loc::america,org::rsb,1
loc::america|org::rt,loc::america,org::rt,1
loc::america|org::sec,loc::america,org::sec,1
loc::america|org::secret service,loc::america,org::secret service,1
loc::america|org::security,loc::america,org::security,1
loc::america|org::space force,loc::america,org::space force,1
loc::america|org::state,loc::america,org::state,1
loc::america|org::state legislature,loc::america,org::state legislature,1
loc::america|org::ta,loc::america,org::ta,1
loc::america|org::teamcavuto,loc::america,org::teamcavuto,1
loc::america|org::texas elected leadership team,loc::america,org::texas elected leadership team,1
